Player Name,League,Squad,Country,Position,Annualized Salary
U. Duval,C,Ultimate Longhorns,Byasier Pujan,FW,"∂ 24,320,000"
K. Nasution,C,Ultimate Longhorns,Greri Landmoslands,FW,"∂ 30,100,000"
U. Den,C,Ultimate Longhorns,Greri Landmoslands,FW,"∂ 34,220,000"
G. Muleya,C,Ultimate Longhorns,Manlisgamncent,FW,"∂ 21,520,000"
J. Matsui,C,Ultimate Longhorns,Rosvi,FW,"∂ 7,710,000"
T. Obong,C,Ultimate Longhorns,Esia,GK,"∂ 10,340,000"
Y. Hahn,C,Ultimate Longhorns,Esia,GK,"∂ 11,750,000"
U. Ndagire,C,Ultimate Longhorns,Mico,GK,"∂ 15,280,000"
F. Nakimuli,C,Ultimate Longhorns,Esia,MF,"∂ 30,280,000"
I. Kyalisiima,C,Ultimate Longhorns,Esia,MF,"∂ 20,930,000"
F. Schmitt,C,Ultimate Longhorns,Quewenia,MF,"∂ 16,890,000"
Q. Ow,C,Ultimate Longhorns,Quewenia,MF,"∂ 24,130,000"
C. Taban,C,Ultimate Longhorns,Byasier Pujan,MFFW,"∂ 12,160,000"
C. Asadi,C,Ultimate Longhorns,Lylimi,MFFW,"∂ 25,150,000"
M. Muhindo,C,Ultimate Longhorns,Rarita,MFFW,"∂ 15,460,000"
B. Jalali,C,Ultimate Longhorns,Rosvi,MFFW,"∂ 18,690,000"
Y. Turyahabwe,C,Weak Chargers,Byasier Pujan,DF,"∂ 6,630,000"
A. Aceng,C,Weak Chargers,Esia,DF,"∂ 14,720,000"
C. Namugga,C,Weak Chargers,Esia,DF,"∂ 19,380,000"
H. Weber,C,Weak Chargers,Esia,DF,"∂ 22,810,000"
O. Sánchez,C,Weak Chargers,Esia,DF,"∂ 23,260,000"
A. Al-Ghamdi,C,Weak Chargers,Ledian,DF,"∂ 11,420,000"
L. Oroma,C,Weak Chargers,Southern Ristan,DF,"∂ 16,500,000"
Z. Möller,C,Weak Chargers,Central Republic of Boekrainego,DFFW,"∂ 16,770,000"
J. Okullo,C,Weak Chargers,Esia,DFFW,"∂ 26,150,000"
P. Nyondo,C,Weak Chargers,Byasier Pujan,FW,"∂ 17,950,000"
B. Acio,C,Weak Chargers,Esia,FW,"∂ 23,820,000"
B. Had_i?,C,Weak Chargers,Esia,FW,"∂ 23,770,000"
T. Sarkar,C,Weak Chargers,Unicorporated Tiagascar,FW,"∂ 29,840,000"
F. Kinnunen,C,Weak Chargers,Central Diasongo,FWMF,"∂ 28,490,000"
A. Mwesigwa,C,Weak Chargers,Esia,FWMF,"∂ 16,480,000"
B. Razaee,C,Weak Chargers,Esia,FWMF,"∂ 30,400,000"
I. Ly,C,Weak Chargers,Esia,FWMF,"∂ 21,650,000"
Z. Mayr,C,Weak Chargers,Lefghau,FWMF,"∂ 30,630,000"
Q. Virtanen,C,Weak Chargers,Nkasland Cronestan,FWMF,"∂ 25,500,000"
H. Driscoll,C,Weak Chargers,Southern Ristan,FWMF,"∂ 30,230,000"
B. Shimada,C,Weak Chargers,Esia,GK,"∂ 8,530,000"
C. Nakajima,C,Weak Chargers,Esia,GK,"∂ 14,140,000"
P. Wan,C,Weak Chargers,Redohrainbri,GK,"∂ 17,840,000"
G. Kaya,C,Weak Chargers,Esia,MF,"∂ 11,930,000"
U. Colin,C,Weak Chargers,Esia,MF,"∂ 26,430,000"
L. Rahimi,C,Weak Chargers,Galamily,MF,"∂ 27,090,000"
G. O'Brien,C,Weak Chargers,Imaar Vircoand,MF,"∂ 18,420,000"
C. Nambooze,C,Weak Chargers,Redohrainbri,MF,"∂ 17,270,000"
B. Muhanguzi,C,Weak Chargers,Rosvi,MF,"∂ 21,510,000"
U. Tkachenko,C,Weak Chargers,Byasier Pujan,MFFW,"∂ 21,740,000"
X. Namuyanja,C,Weak Chargers,Esia,MFFW,"∂ 15,680,000"
V. Namayanja,C,Weak Chargers,Ledian,MFFW,"∂ 27,080,000"
I. binti Omar,C,White Firebirds,Djipines,DF,"∂ 21,170,000"
A. Chelimo,C,White Firebirds,Dosqaly,DF,"∂ 20,160,000"
W. Aubert,C,White Firebirds,Dosqaly,DF,"∂ 21,840,000"
T. Hermawan,C,White Firebirds,Esia,DF,"∂ 22,240,000"
U. Adjei,C,White Firebirds,Esia,DF,"∂ 26,480,000"
H. Marroquín,C,White Firebirds,Giumle Lizeibon,DF,"∂ 19,930,000"
S. Onencan,C,White Firebirds,Janmico,DF,"∂ 35,810,000"
H. Yong,C,White Firebirds,New Uwi,DF,"∂ 14,900,000"
E. Hor,C,White Firebirds,Nganion,DF,"∂ 19,880,000"
Y. Thungu,C,White Firebirds,Rarita,DF,"∂ 24,080,000"
Q. Günther,C,White Firebirds,Esia,FW,"∂ 30,450,000"
X. Natamba,C,White Firebirds,Esia,FW,"∂ 3,330,000"
K. Jakobsson,C,White Firebirds,Galamily,FW,"∂ 32,620,000"
X. James,C,White Firebirds,Mico,FW,"∂ 34,510,000"
M. Bonnet,C,White Firebirds,Giumle Lizeibon,FWMF,"∂ 21,300,000"
Z. Mayr,C,White Firebirds,Lefghau,FWMF,"∂ 28,540,000"
E. Tushemereirwe,C,White Firebirds,New Uwi,GK,"∂ 13,720,000"
A. Bagonza,C,White Firebirds,Quewenia,GK,"∂ 9,820,000"
A. Mucunguzi,C,White Firebirds,Esia,MF,"∂ 12,240,000"
I. Thungu,C,White Firebirds,Esia,MF,"∂ 12,060,000"
R. Zamani,C,White Firebirds,Giumle Lizeibon,MF,"∂ 30,260,000"
I. Diallo,C,White Firebirds,Reugha,MF,"∂ 23,110,000"
C. Fuentes,C,White Firebirds,Saintu,MF,"∂ 36,070,000"
W. Zarei,C,White Firebirds,Slandsganiamayotteque,MFDF,"∂ 14,520,000"
Z. Eshun,C,White Firebirds,Dosqaly,MFFW,"∂ 27,130,000"
W. Isah,C,White Firebirds,Giumle Lizeibon,MFFW,"∂ 34,840,000"
J. Pedro,C,White Firebirds,Nganion,MFFW,"∂ 34,190,000"
L. Barman,C,White Firebirds,People's Land of Maneau,MFFW,"∂ 37,110,000"
P. Uddin,C,White Firebirds,Xikong,MFFW,"∂ 26,880,000"
X. Tambala,D,Coy Sunbirds,Dosqaly,DF,"∂ 14,520,000"
F. Rácz,D,Coy Sunbirds,Greri Landmoslands,DF,"∂ 10,850,000"
E. Manhica,D,Coy Sunbirds,Moaithe,DF,"∂ 22,080,000"
I. Janssens,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 20,510,000"
J. Otoo,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 6,500,000"
M. Angom,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 8,600,000"
W. Ongom,D,Coy Sunbirds,Sobianitedrucy,DF,"∂ 9,670,000"
S. Owor,D,Coy Sunbirds,Xikong,DF,"∂ 25,340,000"
U. Molla,D,Coy Sunbirds,Central Diasongo,FW,"∂ 20,930,000"
N. Katusabe,D,Coy Sunbirds,Mico,FW,"∂ 29,210,000"
N. Magombo,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 22,630,000"
N. Twesigye,D,Coy Sunbirds,Sobianitedrucy,FW,"∂ 28,320,000"
G. Lubis,D,Coy Sunbirds,Dosqaly,FWMF,"∂ 17,250,000"
C. Go,D,Coy Sunbirds,Sobianitedrucy,FWMF,"∂ 27,450,000"
P. Rabiu,D,Coy Sunbirds,Sobianitedrucy,FWMF,"∂ 36,060,000"
U. Taaka,D,Coy Sunbirds,Xikong,FWMF,"∂ 28,060,000"
L. Foo,D,Coy Sunbirds,Sobianitedrucy,GK,"∂ 15,710,000"
X. Dahan,D,Coy Sunbirds,Sobianitedrucy,GK,"∂ 19,540,000"
Y. Apolot,D,Coy Sunbirds,Janmico,MF,"∂ 11,480,000"
M. Graham,D,Coy Sunbirds,Lefghau,MF,"∂ 13,300,000"
I. Teoh,D,Coy Sunbirds,Sobianitedrucy,MF,"∂ 21,060,000"
K. bin Abu Bakar,D,Coy Sunbirds,Sobianitedrucy,MF,"∂ 30,080,000"
S. Moradi,D,Coy Sunbirds,Sobianitedrucy,MF,"∂ 24,460,000"
B. Namazzi,D,Coy Sunbirds,Ledian,MFFW,"∂ 34,640,000"
Z. Buyinza,D,Coy Sunbirds,Saintu,MFFW,"∂ 26,510,000"
F. Masango,D,Deranged Defenders,Cabral Retrea,DF,"∂ 15,430,000"
G. Ribeiro,D,Deranged Defenders,Imaar Vircoand,DF,"∂ 12,730,000"
L. Zuki?,D,Deranged Defenders,Naguayli,DF,"∂ 16,110,000"
A. Mitrovi?,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 1,040,000"
A. Ninsiima,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 15,690,000"
E. Nilsson,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 7,810,000"
E. Ow,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 27,020,000"
F. Rodriguês,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 13,290,000"
H. Arab,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 23,860,000"
I. Nuwamanya,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 16,590,000"
R. Amule,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 18,040,000"
T. Levy,D,Deranged Defenders,Sobianitedrucy,DF,"∂ 14,690,000"
R. Paris,D,Deranged Defenders,Western Niasland,DFMF,"∂ 16,000,000"
T. Nasirumbi,D,Deranged Defenders,Coastpa Barleslands,FW,"∂ 27,680,000"
I. Shoshan,D,Deranged Defenders,Former Maneau,FW,"∂ 25,620,000"
A. Makore,D,Deranged Defenders,Sobianitedrucy,FW,"∂ 19,360,000"
A. Kyarikunda,D,Deranged Defenders,Lefghau,FWMF,"∂ 25,810,000"
M. Mangena,D,Deranged Defenders,Sobianitedrucy,FWMF,"∂ 25,030,000"
J. Ashknaziy,D,Deranged Defenders,Lefghau,GK,"∂ 9,120,000"
G. Nakandi,D,Deranged Defenders,Sobianitedrucy,GK,"∂ 22,340,000"
U. Nambuya,D,Deranged Defenders,Galamily,MF,"∂ 23,760,000"
L. Morin,D,Deranged Defenders,Ingre,MF,"∂ 19,060,000"
L. Nakuya,D,Deranged Defenders,Lenia Gerdanho,MF,"∂ 19,060,000"
O. Fekete,D,Deranged Defenders,Saintu,MF,"∂ 21,830,000"
H. Kisembo,D,Deranged Defenders,Sobianitedrucy,MF,"∂ 19,090,000"
H. Valentini,D,Deranged Defenders,Sobianitedrucy,MF,"∂ 17,190,000"
R. Kwakye,D,Deranged Defenders,Sobianitedrucy,MF,"∂ 11,310,000"
T. Nasution,D,Deranged Defenders,Bernepamar,MFFW,"∂ 35,980,000"
B. Nakandi,D,Deranged Defenders,Sobianitedrucy,MFFW,"∂ 26,160,000"
K. Driciru,D,Deranged Defenders,Sobianitedrucy,MFFW,"∂ 33,340,000"
E. Poto?nik,D,Fighting Clippers,Biarizea,DF,"∂ 17,390,000"
X. Boyko,D,Fighting Clippers,Coastpa Barleslands,DF,"∂ 25,100,000"
Z. Chavula,D,Fighting Clippers,Greri Landmoslands,DF,"∂ 20,100,000"
X. Williams,D,Fighting Clippers,Moaithe,DF,"∂ 21,630,000"
L. Schubert,D,Fighting Clippers,Pierrema,DF,"∂ 22,640,000"
H. Zare,D,Fighting Clippers,Rarita,DF,"∂ 15,280,000"
I. Gashi,D,Fighting Clippers,Rosvi,DF,"∂ 24,630,000"
M. Ayebazibwe,D,Fighting Clippers,Sobianitedrucy,DF,"∂ 11,020,000"
S. Ningsih,D,Fighting Clippers,Sobianitedrucy,DF,"∂ 14,680,000"
J. Saidu,D,Fighting Clippers,Nganion,FW,"∂ 26,460,000"
F. Nyakaisiki,D,Fighting Clippers,Nkasland Cronestan,FW,"∂ 27,750,000"
F. Akwero,D,Fighting Clippers,Sobianitedrucy,FW,"∂ 24,240,000"
K. Clark,D,Fighting Clippers,Southern Ristan,FW,"∂ 26,880,000"
C. Mugabirwe,D,Fighting Clippers,Esia,FWMF,"∂ 35,610,000"
H. Kirabira,D,Fighting Clippers,Newgan Ruland,FWMF,"∂ 26,880,000"
R. Namande,D,Fighting Clippers,Nganion,FWMF,"∂ 25,010,000"
R. Nkosi,D,Fighting Clippers,Sobianitedrucy,FWMF,"∂ 36,630,000"
N. Busingye,D,Fighting Clippers,Sobianitedrucy,GK,"∂ 16,460,000"
R. Owere,D,Fighting Clippers,Western Niasland,GK,"∂ 12,960,000"
Z. Banda,D,Fighting Clippers,Eastern Niasland,MF,"∂ 29,850,000"
A. Mucunguzi,D,Fighting Clippers,Esia,MF,"∂ 9,090,000"
M. Delgado,D,Fighting Clippers,Ledian,MF,"∂ 18,260,000"
R. Gentile,D,Fighting Clippers,Lefghau,MF,"∂ 24,600,000"
C. Muhammadu,D,Fighting Clippers,Nganion,MF,"∂ 29,820,000"
Q. Liang,D,Fighting Clippers,Nkasland Cronestan,MF,"∂ 22,510,000"
W. Joao,D,Fighting Wave,Byasier Pujan,DF,"∂ 24,140,000"
L. Achen,D,Fighting Wave,Lefghau,DF,"∂ 18,310,000"
Z. Krajnc,D,Fighting Wave,Lefghau,DF,"∂ 14,050,000"
H. Kabugho,D,Fighting Wave,Sobianitedrucy,DF,"∂ 5,480,000"
L. Yulianti,D,Fighting Wave,Sobianitedrucy,DF,"∂ 12,060,000"
O. Gamal,D,Fighting Wave,Sobianitedrucy,DF,"∂ 17,640,000"
R. Bogere,D,Fighting Wave,Sobianitedrucy,DF,"∂ 16,140,000"
S. Nayiga,D,Fighting Wave,Sobianitedrucy,DF,"∂ 16,770,000"
A. Ansah,D,Fighting Wave,Varijitri Isles,DF,"∂ 24,280,000"
V. Rocha,D,Fighting Wave,Western Niasland,DF,"∂ 15,870,000"
L. De Wit,D,Fighting Wave,Greri Landmoslands,FW,"∂ 29,110,000"
B. Esposito,D,Fighting Wave,Imaar Vircoand,FW,"∂ 35,190,000"
F. O'Reilly,D,Fighting Wave,Moaithe,FW,"∂ 12,250,000"
I. Kafeero,D,Fighting Wave,Sobianitedrucy,FW,"∂ 28,610,000"
V. Ngwira,D,Fighting Wave,Sobianitedrucy,FW,"∂ 14,180,000"
G. González,D,Fighting Wave,Imaar Vircoand,FWMF,"∂ 36,870,000"
H. Kelmendi,D,Fighting Wave,Lefghau,FWMF,"∂ 18,630,000"
J. Vásquez,D,Fighting Wave,Nkasland Cronestan,GK,"∂ 16,820,000"
A. Amongin,D,Fighting Wave,Sobianitedrucy,GK,"∂ 8,060,000"
N. Tkachuk,D,Fighting Wave,Sobianitedrucy,GK,"∂ 14,440,000"
K. Mohammadzadeh,D,Fighting Wave,Djipines,MF,"∂ 26,400,000"
O. Maulana,D,Fighting Wave,Dosqaly,MF,"∂ 15,730,000"
T. Yakovenko,D,Fighting Wave,Dosqaly,MF,"∂ 19,520,000"
V. Owusu,D,Fighting Wave,Esia,MF,"∂ 24,750,000"
Z. Braun,D,Fighting Wave,Esia,MF,"∂ 44,330,000"
A. Kalule,D,Fighting Wave,Janmico,MF,"∂ 21,890,000"
Z. Dhlamini,D,Fighting Wave,Sobianitedrucy,MF,"∂ 27,240,000"
U. Makoni,D,Fighting Wave,Southern Ristan,MF,"∂ 7,110,000"
O. Mészáros,D,Fighting Wave,Unicorporated Tiagascar,MF,"∂ 25,090,000"
Y. Smit,D,Fighting Wave,Sobianitedrucy,MFFW,"∂ 30,730,000"
E. Mugoya,D,Flying Bombadiers,Byasier Pujan,DF,"∂ 19,940,000"
H. Bhebhe,D,Flying Bombadiers,Byasier Pujan,DF,"∂ 15,500,000"
W. Namukose,D,Flying Bombadiers,Coastpa Barleslands,DF,"∂ 8,670,000"
I. Fernandes,D,Flying Bombadiers,Galamily,DF,"∂ 14,730,000"
G. Ribeiro,D,Flying Bombadiers,Imaar Vircoand,DF,"∂ 34,180,000"
N. Mushabe,D,Flying Bombadiers,Lefghau,DF,"∂ 20,660,000"
B. Angella,D,Flying Bombadiers,Lylimi,DF,"∂ 19,540,000"
F. Nyiramahoro,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 7,510,000"
H. Hsu,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 8,150,000"
O. Ahamad,D,Flying Bombadiers,Sobianitedrucy,DF,"∂ 15,760,000"
G. Abdi,D,Flying Bombadiers,Danan Seekeeling,FW,"∂ 36,400,000"
E. Munetsi,D,Flying Bombadiers,Imaar Vircoand,FW,"∂ 32,170,000"
K. Amoding,D,Flying Bombadiers,Northslands,FW,"∂ 35,820,000"
A. Patal,D,Flying Bombadiers,Sobianitedrucy,FW,"∂ 34,070,000"
M. Ogbonna,D,Flying Bombadiers,Mico,FWMF,"∂ 23,320,000"
E. Bo_njak,D,Flying Bombadiers,Northslands,FWMF,"∂ 26,390,000"
C. Majoni,D,Flying Bombadiers,Sobianitedrucy,FWMF,"∂ 32,080,000"
O. Night,D,Flying Bombadiers,Sobianitedrucy,FWMF,"∂ 26,840,000"
V. Razak,D,Flying Bombadiers,Lefghau,GK,"∂ 8,620,000"
U. Mvula,D,Flying Bombadiers,Nkasland Cronestan,GK,"∂ 11,150,000"
S. Kor,D,Flying Bombadiers,Byasier Pujan,MF,"∂ 19,650,000"
Z. Angom,D,Flying Bombadiers,Cuandbo,MF,"∂ 12,270,000"
O. Bin Abdul Rahman,D,Flying Bombadiers,Imaar Vircoand,MF,"∂ 27,940,000"
U. Lomongin,D,Flying Bombadiers,Northern Namemo Laand,MF,"∂ 19,290,000"
A. Shafiee,D,Flying Bombadiers,Quewenia,MF,"∂ 31,540,000"
P. Arhin,D,Flying Bombadiers,Republic of Denand Landsa,MF,"∂ 16,120,000"
H. Pichler,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 20,930,000"
I. Mushonga,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 29,750,000"
V. Ogwal,D,Flying Bombadiers,Sobianitedrucy,MF,"∂ 7,750,000"
X. Aliru,D,Flying Bombadiers,Xikong,MF,"∂ 14,720,000"
B. Ozols,D,Flying Bombadiers,Sobianitedrucy,MFFW,"∂ 10,090,000"
A. Marchenko,D,Hideous Spartans,Ingre,DF,"∂ 18,360,000"
W. Hamad,D,Hideous Spartans,Kesternsri,DF,"∂ 6,470,000"
D. Kos,D,Hideous Spartans,Nkasland Cronestan,DF,"∂ 25,220,000"
E. Ghosh,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 14,940,000"
E. Németh,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 10,180,000"
F. Odaga,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 13,490,000"
K. Nanyondo,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 33,100,000"
K. Reyes,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 17,290,000"
O. Barasa,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 20,010,000"
Y. Mugerwa,D,Hideous Spartans,Sobianitedrucy,DF,"∂ 22,780,000"
Q. Krasniqi,D,Hideous Spartans,Sobianitedrucy,DFMF,"∂ 15,590,000"
Z. Njoku,D,Hideous Spartans,Imaar Vircoand,FW,"∂ 20,700,000"
L. Nanono,D,Hideous Spartans,Sobianitedrucy,FW,"∂ 18,540,000"
P. Matsumoto,D,Hideous Spartans,Sobianitedrucy,FW,"∂ 23,470,000"
W. Kisitu,D,Hideous Spartans,Sobianitedrucy,FW,"∂ 20,820,000"
K. Taremwa,D,Hideous Spartans,Lefghau,FWMF,"∂ 22,340,000"
C. Reuben,D,Hideous Spartans,Sobianitedrucy,FWMF,"∂ 8,970,000"
Z. Nyamahunge,D,Hideous Spartans,Lefghau,GK,"∂ 6,380,000"
Y. Nanyondo,D,Hideous Spartans,Sobianitedrucy,GK,"∂ 18,030,000"
M. Ngamita,D,Hideous Spartans,Xikong,GK,"∂ 15,070,000"
G. Achia,D,Hideous Spartans,Imaar Vircoand,MF,"∂ 17,660,000"
T. Ray,D,Hideous Spartans,Janmico,MF,"∂ 18,360,000"
V. Persson,D,Hideous Spartans,Kani,MF,"∂ 9,710,000"
K. Thompson,D,Hideous Spartans,Manlisgamncent,MF,"∂ 24,150,000"
H. Michel,D,Hideous Spartans,Saintu,MF,"∂ 13,420,000"
E. Ngoma,D,Hideous Spartans,Sobianitedrucy,MF,"∂ 1,340,000"
G. Sala,D,Hideous Spartans,Sobianitedrucy,MF,"∂ 17,900,000"
H. Valentini,D,Hideous Spartans,Sobianitedrucy,MF,"∂ 8,720,000"
W. Teoh,D,Hideous Spartans,Sobianitedrucy,MF,"∂ 8,550,000"
Q. Juhász,D,Hideous Spartans,Janmico,MFDF,"∂ 18,770,000"
A. Nasiru,D,Hideous Spartans,Janmico,MFFW,"∂ 18,550,000"
F. Contreras,D,Hideous Spartans,Sobianitedrucy,MFFW,"∂ 34,670,000"
H. Tumukunde,D,Hideous Spartans,Southern Ristan,MFFW,"∂ 30,430,000"
L. Yusof,D,Marvelous Heels,Byasier Pujan,DF,"∂ 13,610,000"
D. Adu,D,Marvelous Heels,Esia,DF,"∂ 24,090,000"
O. Andoh,D,Marvelous Heels,Esia,DF,"∂ 10,370,000"
N. Alum,D,Marvelous Heels,Imaar Vircoand,DF,"∂ 27,270,000"
F. He,D,Marvelous Heels,Lefghau,DF,"∂ 14,860,000"
A. Cheang,D,Marvelous Heels,Manlisgamncent,DF,"∂ 12,060,000"
V. It?,D,Marvelous Heels,Mico,DF,"∂ 16,940,000"
J. Atala,D,Marvelous Heels,Moaithe,DF,"∂ 20,340,000"
C. Manjhi,D,Marvelous Heels,Sobianitedrucy,DF,"∂ 20,960,000"
F. Ahebwa,D,Marvelous Heels,Sobianitedrucy,DF,"∂ 20,790,000"
M. Namiiro,D,Marvelous Heels,Sobianitedrucy,DF,"∂ 7,290,000"
Y. Opio,D,Marvelous Heels,Sobianitedrucy,DF,"∂ 21,360,000"
A. Acheng,D,Marvelous Heels,Southern Ristan,DF,"∂ 33,090,000"
C. Gheorghe,D,Marvelous Heels,Central Diasongo,FW,"∂ 38,690,000"
M. D?browski,D,Marvelous Heels,Northslands,FW,"∂ 34,680,000"
Z. Ng'ambi,D,Marvelous Heels,Saintu,FW,"∂ 35,870,000"
N. Yamashita,D,Marvelous Heels,Sobianitedrucy,FW,"∂ 23,040,000"
Z. Osei,D,Marvelous Heels,Sobianitedrucy,FW,"∂ 12,990,000"
C. Abramov,D,Marvelous Heels,Western Niasland,FW,"∂ 30,420,000"
Y. Nambi,D,Marvelous Heels,Western Niasland,FW,"∂ 34,490,000"
K. Amoding,D,Marvelous Heels,Northslands,FWMF,"∂ 35,310,000"
A. Kova?evi?,D,Marvelous Heels,Sobianitedrucy,GK,"∂ 13,300,000"
H. Okafor,D,Marvelous Heels,Sobianitedrucy,GK,"∂ 13,050,000"
P. Kachingwe,D,Marvelous Heels,Sobianitedrucy,GK,"∂ 12,740,000"
W. Nabuuma,D,Marvelous Heels,Byasier Pujan,MF,"∂ 17,880,000"
G. Kaweesa,D,Marvelous Heels,Central Namemo Laand,MF,"∂ 20,340,000"
H. Adjei,D,Marvelous Heels,Quewenia,MF,"∂ 22,560,000"
K. Mayanja,D,Marvelous Heels,Bernepamar,MFFW,"∂ 25,390,000"
D. Pfeiffer,D,Marvelous Heels,Imaar Vircoand,MFFW,"∂ 35,840,000"
J. Jørgensen,D,Marvelous Heels,Manlisgamncent,MFFW,"∂ 32,490,000"
J. Laurent,D,Marvelous Patriots,Cabral Retrea,DF,"∂ 24,100,000"
F. Farkas,D,Marvelous Patriots,Esia,DF,"∂ 12,310,000"
D. Muwonge,D,Marvelous Patriots,Ingre,DF,"∂ 7,480,000"
X. Denis,D,Marvelous Patriots,Lefghau,DF,"∂ 28,760,000"
Z. Longole,D,Marvelous Patriots,Lefghau,DF,"∂ 20,360,000"
B. Matei,D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 11,070,000"
C. Obi,D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 7,000,000"
D. Saleh,D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 23,320,000"
"L. Van Dijk, Van Dyk",D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 13,930,000"
P. Natukunda,D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 9,720,000"
T. Moretti,D,Marvelous Patriots,Sobianitedrucy,DF,"∂ 13,990,000"
C. Malkah,D,Marvelous Patriots,Varijitri Isles,DF,"∂ 24,950,000"
S. Obonyo,D,Marvelous Patriots,Central Diasongo,FW,"∂ 17,860,000"
P. Mukalazi,D,Marvelous Patriots,Ledian,FW,"∂ 35,870,000"
V. Golob,D,Marvelous Patriots,Sobianitedrucy,FW,"∂ 37,870,000"
V. Tugume,D,Marvelous Patriots,Sobianitedrucy,FW,"∂ 35,190,000"
L. Jean,D,Marvelous Patriots,Badad,FWMF,"∂ 26,260,000"
L. Baidoo,D,Marvelous Patriots,Sobianitedrucy,FWMF,"∂ 16,560,000"
Y. Acola,D,Marvelous Patriots,Rarita,GK,"∂ 12,290,000"
G. Hasan,D,Marvelous Patriots,Sobianitedrucy,GK,"∂ 12,270,000"
K. Huang,D,Marvelous Patriots,Sobianitedrucy,GK,"∂ 19,980,000"
J. Leroux,D,Marvelous Patriots,Biarizea,MF,"∂ 10,310,000"
A. Dekker,D,Marvelous Patriots,Nancipenuaroe,MF,"∂ 23,970,000"
F. Lee,D,Marvelous Patriots,Sobianitedrucy,MF,"∂ 26,370,000"
M. Chirambo,D,Marvelous Patriots,Sobianitedrucy,MF,"∂ 14,130,000"
U. David,D,Marvelous Patriots,Sobianitedrucy,MF,"∂ 10,460,000"
W. Tushabomwe,D,Marvelous Patriots,Zacia Lygia,MF,"∂ 22,580,000"
N. Colón,D,Marvelous Patriots,Central Diasongo,MFFW,"∂ 35,480,000"
C. Alum,D,Marvelous Patriots,Rosvi,MFFW,"∂ 34,280,000"
G. Chimwaza,D,Marvelous Patriots,Sobianitedrucy,MFFW,"∂ 24,510,000"
Y. Brown,D,Marvelous Patriots,Sobianitedrucy,MFFW,"∂ 39,780,000"
C. Adong,D,Mean Wolves,Byasier Pujan,DF,"∂ 8,180,000"
C. Moser,D,Mean Wolves,Byasier Pujan,DF,"∂ 25,330,000"
D. Henriksen,D,Mean Wolves,Byasier Pujan,DF,"∂ 10,690,000"
U. Krause,D,Mean Wolves,Dosqaly,DF,"∂ 9,410,000"
D. Biribawa,D,Mean Wolves,Lefghau,DF,"∂ 10,480,000"
O. Nanyanzi,D,Mean Wolves,Lefghau,DF,"∂ 9,110,000"
Y. Gashi,D,Mean Wolves,Mico,DF,"∂ 7,280,000"
K. Nambi,D,Mean Wolves,Nancipenuaroe,DF,"∂ 14,320,000"
T. Schulz,D,Mean Wolves,Republic of Denand Landsa,DF,"∂ 16,850,000"
J. Otoo,D,Mean Wolves,Sobianitedrucy,DF,"∂ 11,880,000"
U. Quansah,D,Mean Wolves,Xikong,DFMF,"∂ 10,770,000"
K. Philippe,D,Mean Wolves,Eastern Niasland,FW,"∂ 21,480,000"
G. Mwima,D,Mean Wolves,Sobianitedrucy,FW,"∂ 28,050,000"
O. Roth,D,Mean Wolves,Sobianitedrucy,FW,"∂ 24,430,000"
V. Morel,D,Mean Wolves,Imaar Vircoand,FWDF,"∂ 27,070,000"
L. Mumbere,D,Mean Wolves,Nkasland Cronestan,FWDF,"∂ 32,620,000"
Y. Larsen,D,Mean Wolves,Imaar Vircoand,GK,"∂ 18,960,000"
H. Dehghan,D,Mean Wolves,Central Diasongo,MF,"∂ 26,850,000"
U. Nambuya,D,Mean Wolves,Galamily,MF,"∂ 19,820,000"
K. Chisi,D,Mean Wolves,Imaar Vircoand,MF,"∂ 28,770,000"
S. Ghaffari,D,Mean Wolves,Lefghau,MF,"∂ 21,670,000"
X. Makina,D,Mean Wolves,Redohrainbri,MF,"∂ 8,130,000"
